Name                  ;Cns ;Coordinates               ;Wv   ;Typ   ;    Diam;   Dist;    pmRA;    pmDe;    RV  ; Reference           ;Aliases
FoF 1236              ;Sct ;18 46 15.0 -04 39 43      ;Op   ;OC?   ;   13.92;   3030;        ;        ;        ; GDR2_Rej            ;FoF 1227, FoF 1228, FoF 1229, FoF 1230, FoF 1231, FoF 1233, FoF 299
FoF 1233              ;Sct ;18 46 31.8 -05 01 57      ;Op   ;OC?   ;   24.00;   3597;        ;        ;        ; GDR2_Rej            ;FoF 1227, FoF 1228, FoF 1229, FoF 1230, FoF 1231, FoF 1232, FoF 1234, FoF 1236, FoF 299
Ryu 257               ;Sct ;18 46 34.6 -06 51 54      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1229              ;Sct ;18 46 39.9 -04 42 29      ;Op   ;OC?   ;   17.88;   3717;        ;        ;        ; GDR2_Rej            ;FoF 1227, FoF 1228, FoF 1230, FoF 1231, FoF 1233, FoF 1236, FoF 299
Ryu 859               ;Sct ;18 46 57.9 -08 20 42      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 629               ;Sct ;18 47 05.8 -06 59 52      ;Op   ;***   ;    4.10;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 887               ;Sct ;18 47 17.3 -05 01 24      ;IR   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1230              ;Sct ;18 47 20.5 -04 42 37      ;Op   ;OC?   ;   16.44;   3802;        ;        ;        ; GDR2_Rej            ;FoF 1228, FoF 1229, FoF 1231, FoF 1233, FoF 1236, FoF 299
FoF 299               ;Sct ;18 47 20.6 -04 44 23      ;Op   ;OC?   ;   18.36;   3817;        ;        ;        ; GDR2_Rej            ;FoF 1228, FoF 1229, FoF 1230, FoF 1231, FoF 1233, FoF 1236
Iss 710               ;Sct ;18 47 20.6 -09 24 51      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 711               ;Sct ;18 47 31.9 -08 50 50      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 264               ;Sct ;18 47 32.0 -05 22 30      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 891               ;Sct ;18 47 34.2 -04 51 28      ;IR   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 845               ;Sct ;18 47 43.5 -09 05 12      ;IR   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 712               ;Sct ;18 48 50.1 -13 59 45      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Kernya 93             ;Sct ;18 48 59.0 -08 10 16      ;Op   ;***   ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;
TC 1849-0610          ;Sct ;18 49 06.0 -06 10 45      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
TC 1849-0410          ;Sct ;18 49 07.0 -04 10 12      ;Op   ;***   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 713               ;Sct ;18 49 32.7 -09 28 42      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 630               ;Sct ;18 49 34.1 -05 32 42      ;Op   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 631               ;Sct ;18 49 49.5 -08 27 41      ;Op   ;***   ;    5.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 898               ;Sct ;18 49 57.9 -04 46 14      ;IR   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 910               ;Sct ;18 50 12.4 -03 55 25      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 261               ;Sct ;18 50 19.7 -06 16 50      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Sct I Assoc           ;Sct ;18 50 22.0 -05 53 27      ;Op   ;OB?   ;   60.00;       ;        ;        ;        ; GDR2_Rej            ;Assoc 10, Sct IX Grp
Alessi J1850-0553     ;Sct ;18 50 24.0 -05 53 00      ;Op   ;***   ;   60.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 632               ;Sct ;18 50 39.5 -05 03 37      ;Op   ;***   ;    3.10;       ;        ;        ;        ; GDR2_Rej            ;
Iss 633               ;Sct ;18 50 49.9 -08 47 36      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
S Sct Grp             ;Sct ;18 50 56.0 -07 55 18      ;Op   ;***   ;   19.00;       ;        ;        ;        ; GDR2_Rej            ;HD 174325 Grp
Iss 634               ;Sct ;18 50 57.3 -04 51 36      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 635               ;Sct ;18 51 13.9 -08 50 35      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 251               ;Sct ;18 51 19.4 -08 30 08      ;IR   ;OC??  ;    4.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 906               ;Sct ;18 51 21.2 -04 20 06      ;IR   ;OC??  ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Patchick 32           ;Sct ;18 51 47.0 -05 43 46      ;Op   ;***   ;    2.10;       ;        ;        ;        ; GDR2_Rej            ;
Iss 636               ;Sct ;18 52 03.6 -05 08 31      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 637               ;Sct ;18 52 05.4 -06 43 31      ;Op   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 714               ;Sct ;18 52 20.1 -14 06 30      ;Op   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Renou 11              ;Sct ;18 52 29.0 -08 20 18      ;Op   ;***   ;    4.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 639               ;Sct ;18 52 29.4 -06 40 29      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 254               ;Sct ;18 52 53.5 -08 06 49      ;IR   ;OC??  ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 908               ;Sct ;18 52 54.8 -04 18 54      ;IR   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 851               ;Sct ;18 53 01.2 -09 34 12      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Ferrero 41            ;Sct ;18 53 09.0 -08 19 42      ;Op   ;***   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 262               ;Sct ;18 53 18.0 -06 23 40      ;IR   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 640               ;Sct ;18 53 28.9 -06 15 25      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 641               ;Sct ;18 53 53.2 -06 29 23      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 642               ;Sct ;18 53 59.2 -06 30 23      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 643               ;Sct ;18 53 59.2 -06 32 23      ;Op   ;***   ;    3.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 644               ;Sct ;18 54 05.2 -06 32 22      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 645               ;Sct ;18 54 44.5 -04 08 19      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 647               ;Sct ;18 54 57.4 -04 58 19      ;Op   ;***   ;    3.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 648               ;Sct ;18 54 57.5 -05 03 19      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 888               ;Sct ;18 54 58.3 -05 57 40      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 649               ;Sct ;18 55 07.0 -08 03 18      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 650               ;Sct ;18 55 34.5 -05 53 16      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Iss 651               ;Sct ;18 55 34.7 -06 08 16      ;Op   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 652               ;Sct ;18 55 48.8 -07 53 15      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Iss 653               ;Sct ;18 55 55.9 -08 53 15      ;Op   ;***   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 881               ;Sct ;18 55 56.5 -06 29 21      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 654               ;Sct ;18 56 18.7 -07 50 13      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 715               ;Sct ;18 56 21.7 -10 23 13      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 716               ;Sct ;18 56 28.1 -10 45 12      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Iss 655               ;Sct ;18 56 38.0 -08 57 12      ;Op   ;***   ;    2.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 656               ;Sct ;18 57 00.2 -07 23 10      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 657               ;Sct ;18 57 06.3 -07 29 09      ;Op   ;***   ;    3.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 658               ;Sct ;18 57 22.0 -05 31 08      ;Op   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 866               ;Sct ;18 57 23.0 -09 16 06      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 256               ;Sct ;18 57 26.2 -08 31 10      ;IR   ;OC??  ;    9.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 904               ;Sct ;18 57 35.0 -05 19 45      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 659               ;Sct ;18 57 35.6 -06 53 07      ;Op   ;***   ;    2.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 660               ;Sct ;18 57 58.0 -05 28 06      ;Op   ;***   ;    2.70;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 260               ;Sct ;18 58 06.5 -07 19 51      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 661               ;Sct ;18 58 19.8 -08 46 04      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 258               ;Sct ;18 58 39.5 -07 42 02      ;IR   ;OC??  ;    6.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 662               ;Sct ;18 58 44.0 -08 58 03      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Patchick 80           ;Ser ;15 15 29.0 +05 16 48      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;Ferrero 42, Saloranta J1515+0516
Ferrero 42            ;Ser ;15 15 31.0 +05 16 45      ;Op   ;***   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Santa 153             ;Ser ;15 23 43.0 +10 26 54      ;Op   ;***   ;   17.00;       ;        ;        ;        ; GDR2_Rej            ;
Santa 138             ;Ser ;15 28 20.0 +23 41 03      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
Santa 154             ;Ser ;15 28 53.0 +08 43 52      ;Op   ;***   ;    7.00;       ;        ;        ;        ; GDR2_Rej            ;
Santa 188             ;Ser ;15 35 00.0 +16 40 00      ;Op   ;***   ;  300.00;       ;        ;        ;        ; GDR2_Rej            ;
Cseh 5                ;Ser ;15 44 41.0 +05 03 59      ;Op   ;***   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Santa 189             ;Ser ;15 45 36.0 +12 07 39      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;
HD 143394 Grp         ;Ser ;15 59 51.0 +14 14 42      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J1559+1414
Santa 190             ;Ser ;16 01 30.0 +23 00 00      ;Op   ;***   ;   30.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 372-991 Grp       ;Ser ;16 16 33.0 +02 45 06      ;Op   ;***   ;    8.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J1616+0245
Iss 723               ;Ser ;17 22 58.6 -15 58 58      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
GSC 5670-794 Grp      ;Ser ;17 25 24.0 -14 57 18      ;Op   ;***   ;   20.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 33                ;Ser ;17 29 45.6 -15 38 06      ;Op   ;***   ;   10.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 727               ;Ser ;17 32 16.0 -15 27 18      ;Op   ;***   ;    1.90;       ;        ;        ;        ; GDR2_Rej            ;
Iss 728               ;Ser ;17 33 34.6 -15 55 13      ;Op   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Zannin J1733-13       ;Ser ;17 33 51.0 -13 30 17      ;Op   ;***   ;    4.20;       ;        ;        ;        ; GDR2_Rej            ;
TC 1735-1348          ;Ser ;17 35 56.0 -13 48 00      ;Op   ;***   ;   72.00;       ;        ;        ;        ; GDR2_Rej            ;HD 159415 Grp
Iss 732               ;Ser ;17 37 10.7 -15 56 57      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Patchick 97           ;Ser ;17 37 16.0 -15 45 28      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
HD 160727 Grp         ;Ser ;17 42 11.0 -13 50 36      ;Op   ;***   ;   59.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 742               ;Ser ;17 42 22.5 -15 43 34      ;Op   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 744               ;Ser ;17 45 33.7 -15 05 21      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
FSR 43                ;Ser ;17 45 55.7 -14 39 36      ;Op   ;***   ;   10.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 680               ;Ser ;17 51 14.2 -15 48 26      ;IR   ;OC??  ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 691               ;Ser ;17 51 47.1 -15 02 32      ;IR   ;OC??  ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 673               ;Ser ;17 55 45.7 -15 04 36      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 208               ;Ser ;17 57 04.3 -15 08 24      ;IR   ;OC??  ;    4.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 11                ;Ser ;17 57 30.6 -15 52 48      ;IR   ;OC?   ;    2.20;   2900;        ;        ;        ; GDR2_Rej            ;
Bica 46               ;Ser ;17 57 35.0 -11 41 12      ;Op   ;OC??  ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 209               ;Ser ;17 58 16.0 -14 44 21      ;IR   ;OC??  ;    3.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 205               ;Ser ;17 59 16.9 -15 44 29      ;IR   ;OC??  ;    5.80;       ;        ;        ;        ; GDR2_Rej            ;
Zannin J1800-16       ;Ser ;18 00 16.0 -16 00 22      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 714               ;Ser ;18 00 48.7 -14 04 00      ;IR   ;OC??  ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 674               ;Ser ;18 01 08.7 -14 13 12      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 207               ;Ser ;18 01 54.2 -15 48 54      ;IR   ;OC??  ;    3.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 712               ;Ser ;18 02 20.0 -14 30 25      ;IR   ;OC??  ;    3.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 675               ;Ser ;18 02 38.3 -13 56 06      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 676               ;Ser ;18 03 01.7 -13 25 04      ;Op   ;***   ;    2.90;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 226               ;Ser ;18 03 27.0 -11 17 46      ;IR   ;OC??  ;    4.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 730               ;Ser ;18 03 42.1 -12 46 37      ;IR   ;OC??  ;    3.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 13                ;Ser ;18 04 34.5 -12 30 44      ;IR   ;OC?   ;    3.00;   4400;        ;        ;        ; GDR2_Rej            ;
Ryu 12                ;Ser ;18 04 57.2 -15 36 50      ;IR   ;OC?   ;    2.40;   6900;        ;        ;        ; GDR2_Rej            ;
Ryu 220               ;Ser ;18 04 59.0 -12 51 11      ;IR   ;OC??  ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Bull of Poniatowski   ;Ser ;18 05 00.0 -03 00 00      ;Op   ;***   ;  210.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 740               ;Ser ;18 05 24.8 -12 13 45      ;IR   ;OC??  ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 677               ;Ser ;18 05 48.4 -12 23 52      ;Op   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 739               ;Ser ;18 05 50.5 -12 20 14      ;IR   ;OC??  ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 717               ;Ser ;18 06 14.8 -14 44 49      ;IR   ;OC??  ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 779               ;Ser ;18 06 16.9 -15 58 50      ;Op   ;***   ;    2.70;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 724               ;Ser ;18 06 37.0 -14 12 17      ;IR   ;OC??  ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 678               ;Ser ;18 07 27.7 -15 04 45      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 738               ;Ser ;18 07 57.5 -12 37 36      ;IR   ;OC??  ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 729               ;Ser ;18 07 57.5 -13 26 05      ;IR   ;OC??  ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 771               ;Ser ;18 08 18.7 -10 51 39      ;IR   ;OC??  ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 679               ;Ser ;18 08 21.6 -14 56 41      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 710               ;Ser ;18 08 25.4 -15 35 03      ;IR   ;OC??  ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 800               ;Ser ;18 08 30.9 -08 49 32      ;IR   ;OC??  ;    3.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 680               ;Ser ;18 08 33.0 -14 31 40      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 757               ;Ser ;18 08 40.0 -11 30 22      ;IR   ;OC??  ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 235               ;Ser ;18 09 09.8 -09 38 34      ;IR   ;OC??  ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 788               ;Ser ;18 09 45.6 -15 00 35      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
